,date,Institution_Total,Foreign_Investor,Investment_Trust,Dealer,Dealer_Hedging,Dealer_self,Foreign_Dealer_Self,Open,High,Low,Close,Volume,MA5,MA10,MA20,MA60,RSI
20191101,20191101,9365033667,8281199833,-339191000,0,1234376168,188648666,-1416480,11373.7002,11399.53027,11335.50977,11399.53027,1920500,11357.48203,11309.87402,11171.00698,10823.43666,72.41039195
20191104,20191104,18743311444,14446904326,785116520,0,2958817373,552473225,-7101660,11451.71973,11559.07031,11451.71973,11556.84961,2378900,11405.84805,11347.14395,11205.05396,10842.32732,78.23820584
20191105,20191105,16999765025,13156654265,80744358,0,3399311212,363055190,8412530,11576.17969,11644.03027,11576.17969,11644.03027,2333100,11467.88008,11384.42197,11242.53145,10863.14865,80.67441984
20191106,20191106,5522300027,6530554597,-626018326,0,385489526,-767725770,-1699770,11645.08008,11668.2002,11601.7002,11653.07031,2666600,11522.43809,11425.76201,11278.43198,10884.2635,80.91303199
20191107,20191107,4000826856,4978613833,-175932390,0,-543695392,-258159195,3986140,11642.91016,11647.46973,11552.08008,11606.55957,2358500,11572.00801,11454.404,11307.89448,10902.79799,75.7321031
20191108,20191108,2392809175,1518957416,439030752,0,547387147,-112566140,-2239480,11620.88965,11642.41016,11561.30957,11579.54004,2109500,11608.00996,11482.746,11342.37349,10921.25098,72.81521025
20191111,20191111,1334909875,3847930870,-423189962,0,-1704596853,-385234180,45770,11570.33008,11570.33008,11409.83008,11427.28027,2387200,11582.09609,11493.97207,11360.38999,10938.99465,59.01991311
20191112,20191112,4863039999,4686952442,-149705417,0,263048355,62744619,-5637710,11463.33008,11520.37012,11459.67969,11520.37012,2003100,11557.36406,11512.62207,11380.81851,10957.20531,63.56488242
20191113,20191113,-5329673746,-6263240391,-329287865,0,469584337,793270173,354880,11483.24023,11509.37012,11439.08984,11467.83008,1957000,11520.31602,11521.37705,11396.06851,10976.21698,59.55052146
20191114,20191114,3838166149,4238642295,349467800,0,-116175896,-633768050,2148760,11488.74023,11498.25,11424.76953,11450.41992,2312000,11489.08809,11530.54805,11409.24551,10993.37582,58.23801133
20191115,20191115,4980098418,4258889694,292718025,0,-152475401,580966100,-3518030,11485.45996,11552.25,11485.45996,11525.59961,2446300,11478.3,11543.15498,11426.5145,11010.65665,62.12044867
20191118,20191118,4028990302,2942571601,1196332224,0,174783124,-284696647,4212230,11543.79981,11599.78027,11532.96973,11599.78027,1943800,11512.8,11547.44805,11447.296,11028.61132,65.52601725
20191119,20191119,12293642920,11017324622,362072859,0,681217149,233028290,-1133330,11608.48047,11656.40039,11576.79004,11656.40039,1908800,11540.00605,11548.68506,11466.55352,11047.45466,67.89835658
20191120,20191120,-2603473987,1013465053,81048071,0,-2945572698,-752414413,-989830,11645.73047,11649.07031,11591.73047,11631.2002,1896800,11572.68008,11546.49805,11486.13003,11065.81166,65.73030878
20191121,20191121,-10947960525,-9834932475,498452243,0,-1446164155,-165316138,-277700,11573.83984,11573.83984,11478.42969,11558.26953,1861200,11594.25,11541.66904,11498.03652,11082.81431,59.78103504
20191122,20191122,-1038965044,-148965676,-449074708,0,-637037350,196112690,-359280,11556.75,11577.01953,11534.15039,11566.79981,1840600,11602.49004,11540.39502,11511.57051,11103.01814,60.23439522
20191125,20191125,1063141246,1484002924,-215315815,0,183209577,-388755440,-14214620,11590.80957,11604.75,11559.33008,11561.58008,2150400,11594.85,11553.825,11523.89854,11122.59063,59.79026285
20191126,20191126,872468332,373695993,152812190,0,279389799,66570350,11879770,11608.37012,11642.95996,11576.82031,11576.82031,3254400,11578.93398,11559.47002,11536.04604,11141.6328,60.701379
20191127,20191127,4735778247,2514490067,704656900,0,657062491,859568789,4078480,11590.80957,11651.73047,11590.80957,11647.45996,2166700,11582.18594,11577.43301,11549.40503,11161.38331,64.69461528
20191128,20191128,-118193994,1444116353,-264731867,0,-1311390330,13811850,-1613410,11641.7002,11654.05957,11604.67969,11617.08008,1977000,11593.94805,11594.09902,11562.32354,11178.03381,61.78680742
20191129,20191129,-16249797904,-12594277637,-324880034,0,-2845258992,-485381241,1372120,11616.87988,11623.58984,11485.16016,11489.57031,2296900,11578.50215,11590.49609,11566.82554,11192.27916,51.35374664
20191202,20191202,1033750248,3457706258,-321534999,0,-1506444898,-595976113,-2008440,11509.94043,11524.84961,11454.37988,11502.83008,2131300,11566.75215,11580.80107,11564.12456,11208.02282,52.25657791
20191203,20191203,6572153520,4573111968,146903812,0,1249518284,602619456,245500,11473.32031,11531.58008,11460.05957,11531.58008,1884000,11557.7041,11568.31904,11558.50205,11222.594,54.23962696
20191204,20191204,-2445118649,-2667647215,394847723,0,205585186,-377904343,-230310,11511.82031,11513.83008,11457.42969,11510.46973,2195100,11530.30605,11556.246,11551.37202,11235.153,52.51480621
20191205,20191205,8720654789,6172862860,562855420,0,1481868318,503068191,1262690,11546.75,11604.38965,11546.75,11594.65039,2195100,11525.82012,11559.88408,11550.77656,11248.71985,58.22031074
20191206,20191206,4470383279,3894888207,-56482018,0,154776990,477200100,-812420,11639.79981,11657.65039,11577.83008,11609.63965,1975900,11549.83398,11564.16807,11552.28154,11262.19484,59.16124817
20191209,20191209,6164916398,4195354005,-203865891,0,1007857627,1165570657,1155670,11635.46973,11678.36035,11631.03027,11660.76953,2195100,11581.42187,11574.08701,11563.95601,11277.31466,62.28176331
20191210,20191210,-2568146687,-2732490100,-151113250,0,-38445277,353901940,834540,11647.78027,11649.73047,11607.25977,11627.83984,2195100,11600.67383,11579.18896,11569.32949,11291.27284,59.14714197
20191211,20191211,4890675470,4054670799,493742195,0,62062790,280199686,65690,11635.07031,11700.76953,11622.58008,11700.76953,2258900,11638.73379,11584.51992,11580.97646,11305.8265,63.52553323
20191212,20191212,9383131097,9434238606,-280933008,0,-525558418,755383917,-3868180,11766.98047,11875.98047,11766.98047,11836.41992,2486200,11687.0877,11606.45391,11600.27646,11321.46466,69.97197759
20191213,20191213,15712505938,15943986369,-75824852,0,-117194572,-38461007,2771470,11937.90039,11990.78027,11913.01953,11927.73047,2969000,11750.70586,11650.26992,11620.38301,11339.01851,73.38223701
20191216,20191216,4772260055,2103029288,105018566,0,1991708734,572503467,-3923030,11915.61035,11975.73047,11915.61035,11939.76953,2643500,11806.50586,11693.96387,11637.38247,11355.85716,73.80465385
20191217,20191217,13535844136,10879604475,180148563,0,2205953018,270138080,4569500,11939.62012,12097.00977,11939.62012,12097.00977,2495800,11900.33984,11750.50684,11659.41294,11375.89565,78.58485706
20191218,20191218,4611555694,5298497934,-975691800,0,71577602,217171958,894240,12061.09961,12125.90039,12059.91992,12122.4502,2569650,11984.67598,11811.70488,11683.97544,11395.77498,79.24478259
20191219,20191219,-7340685289,-7046558334,-956657532,0,615582897,46947680,60880,12082.98047,12111.76953,12008.16016,12018.90039,2236200,12021.17207,11854.12988,11707.00698,11414.10633,69.81441554
20191220,20191220,-3235070043,-4508974019,-545530603,0,1354153929,465280650,14860,12001.55957,12028.21973,11937.4502,11959.08008,2649800,12027.44199,11889.07393,11726.621,11431.4575,65.00194221
20191223,20191223,1493533988,1808230367,46459210,0,-202505215,-158650374,3858700,11969.13965,12022.23047,11960.20996,12022.23047,1907900,12043.93418,11925.22002,11749.65352,11450.59984,67.54532941
20191224,20191224,-100645163,707335065,-740541582,0,-107771180,40332534,-2444660,12023.79004,12027.59961,11976.37988,11976.37988,1724100,12019.8082,11960.07402,11769.63149,11469.00633,63.91358525
20191225,20191225,3158671925,628392723,363148263,0,355248049,1811882890,-2981870,11978.94043,12032.37012,11973.9502,12008.12988,1518600,11996.94414,11990.81006,11787.66499,11488.64717,65.3047343
20191226,20191226,-1457773203,84236972,-921246635,0,-362391762,-258371778,-220820,12018.37988,12030.66016,11982.63965,12001.00977,1618300,11993.36602,12007.26904,11806.86147,11505.86982,64.70234392
20191227,20191227,9660010206,7999348153,-335758050,0,1492059418,504360685,681990,12032.71973,12093.01953,12032.71973,12091.58984,1868500,12019.86797,12023.65498,11836.96245,11524.93166,68.66262666
20191230,20191230,-1339852656,-1455701577,-325783745,0,322730294,118902372,-443050,12094.80957,12114.88965,12046.21973,12053.37012,1890200,12026.0959,12035.01504,11864.48945,11544.55599,65.3318548
20191231,20191231,-9599322838,-9430384487,91580756,0,-175985468,-84533639,1341920,12019.19043,12047.75,11997.13965,11997.13965,1742700,12030.24785,12025.02803,11887.76743,11562.93364,60.66891797
20200102,20200102,264402407,-3429869735,-77617601,0,2376465657,1395424086,-2752060,12026.5,12110.74023,12026.23047,12100.48047,2023800,12048.71797,12022.83105,11917.26797,11582.35732,65.53714361
20200103,20200103,-958581304,-135866137,182212895,0,-436902123,-568025939,3876970,12167.44043,12197.63965,12023.59961,12110.42969,2572900,12070.60195,12031.98398,11943.05693,11600.57599,65.97381012
20200106,20200106,-11836783985,-9750909700,-1785310923,0,656838333,-957401695,865550,12035.70996,12040.08008,11953.36035,11953.36035,2345200,12042.95605,12031.41201,11960.24297,11618.29933,54.28067513
20200107,20200107,-12980383485,-9820883110,-1219425340,0,-714700130,-1225374905,204180,11961.96973,11986.03027,11822.40039,11880.32031,2338400,12008.34609,12017.221,11971.22051,11631.8555,49.8555348
20200108,20200108,-1656796425,-1232385678,399377560,0,-295824354,-527963953,1043530,11818.75977,11899.66992,11777.4502,11817.09961,2428800,11972.33809,12001.29297,11980.6835,11643.6105,46.33450764
20200109,20200109,6933964060,5421111989,1470471663,0,-508041081,550421489,1034230,11889.45996,11992.54981,11889.45996,11970.62988,2036900,11946.36797,11997.54297,11994.17651,11657.07383,54.70133453
20200110,20200110,4985803095,6897632746,106762668,0,-1993562899,-25029420,1942400,12009.26953,12038.20996,11959.05957,12024.65039,1869000,11929.21211,11999.90703,12003.58804,11671.03667,57.22814723
20200113,20200113,12370653624,10728837808,963532912,0,275165506,403117398,-3572910,12069.61035,12113.41992,12037.24023,12113.41992,2292300,11961.22402,12002.09004,12012.87251,11686.59001,61.07097657
20200114,20200114,5348629624,4101323281,662910768,0,-490265435,1074661010,-290650,12161.73047,12186.62012,12140.26953,12179.80957,2255300,12021.12187,12014.73398,12024.87451,11703.18433,63.6978915
20200115,20200115,-12243825237,-8896921984,-117479467,0,-1300817486,-1928606300,1724830,12169.91992,12169.91992,12048.00977,12091.87988,1943800,12076.07793,12024.20801,12024.61802,11716.86149,58.10535881
20200116,20200116,-3622616329,-4618752816,294411420,0,540798816,160926251,-2343420,12006.08008,12075.54004,12006.08008,12066.92969,2049000,12095.33789,12020.85293,12021.84199,11730.64915,56.58717421
20200117,20200117,-2539904180,-2076588609,-310620459,0,-41807866,-110887246,4453260,12080.71973,12117.54981,12055.91016,12090.29004,2009700,12108.46582,12018.83896,12025.41147,11743.48499,57.7015282
20200120,20200120,6435175030,5478963282,-249146776,0,321324924,884033600,2479360,12107.55957,12151.41992,12101.54981,12118.70996,2095100,12109.52383,12035.37393,12033.39297,11757.19482,59.07776347
20200130,20200130,-26755441389,-18101697877,-2840881629,0,-4158675023,-1654186860,-606410,11933.23047,11933.23047,11418.21973,11421.74023,4917300,11957.90996,11989.51592,12003.36846,11758.9735,31.77423332
20200131,20200131,-23556894063,-17195432577,-1103130000,0,-2809047466,-2449284020,-3094650,11494.03027,11594.20996,11436.9502,11495.09961,3130700,11838.55391,11957.31592,11979.30444,11761.66066,35.17044081
20200203,20200203,330880712,1215731347,525505733,0,-1826057964,415701596,-4958830,11365.90039,11365.90039,11138.03027,11354.91992,3472200,11696.15195,11895.74492,11946.64395,11761.23799,31.90242852
20200204,20200204,-6744285934,-4030035127,116470317,0,-2502270577,-328450547,-4417830,11399.45996,11581.36035,11393.03027,11555.91992,2731100,11589.27793,11848.87187,11924.38945,11764.52482,40.44725606
20200205,20200205,-4883208128,-538879671,-79984070,0,-2526217227,-1738127160,4616460,11601.54981,11620.41992,11512.70996,11573.62012,2624400,11480.25996,11794.89189,11898.49097,11767.42632,41.14758591
20200206,20200206,4465564300,5208912927,-752585160,0,-514500136,523736669,1671660,11605.11035,11749.67969,11605.11035,11749.67969,2305400,11545.84785,11751.87891,11883.30645,11770.64015,47.73180986
20200207,20200207,-13492477435,-8791089204,-1989532334,0,-2517209227,-194646670,1932180,11712.70996,11712.70996,11592.08984,11612.80957,2182700,11569.38984,11703.97187,11864.08994,11770.11981,43.64393237
20200210,20200210,-4840967756,-4538774726,-1270682111,0,587506651,380982430,-8211500,11514.71973,11598.03027,11423.33984,11574.07031,2328300,11613.21992,11654.68594,11837.76943,11768.80314,42.53360887
20200211,20200211,1334607902,-684367691,724760027,0,436825306,857390260,-459040,11614.25,11678.58008,11614.25,11664.04004,1845400,11634.84395,11612.06094,11815.44995,11769.76115,45.97139761
20200212,20200212,6560008185,6239193795,472649420,0,-1221162012,1069326982,2699700,11693.40039,11801.51953,11693.40039,11774.19043,2120500,11674.95801,11577.60898,11806.49146,11773.00532,49.92135288
20200213,20200213,-897895870,1961500743,-414920060,0,-1954716853,-489759700,6519900,11813.5,11854.98047,11784.94043,11791.78027,2132400,11683.37812,11614.61299,11802.06445,11779.08032,50.5431596
20200214,20200214,2526597518,1694686124,-350871920,0,391321274,791462040,-514250,11806.51953,11840.79004,11788.87012,11815.7002,1697100,11723.95625,11646.67305,11801.99448,11784.00249,51.42641333
20200217,20200217,-4844277546,-4209554467,-1421051914,0,247886585,538442250,228640,11770.29981,11775.55957,11724.82031,11763.50977,1837200,11761.84414,11687.53203,11791.63848,11788.93049,49.35527787
20200218,20200218,-22701503134,-21212332709,-391502140,0,-881440440,-216227845,-938820,11700.91016,11717.09961,11642.9502,11648.98047,1882600,11758.83223,11696.83809,11772.85498,11792.23983,45.06602246
20200219,20200219,5543137537,3804911997,-847376792,0,2027224252,558378080,-5155900,11655.37012,11783.42969,11654.16016,11758.83984,2169000,11755.76211,11715.36006,11755.12598,11796.12716,49.59143191
20200220,20200220,-7097887167,-8273327625,-207214840,0,762840738,619814560,3184520,11785.78027,11827.83008,11714.15039,11725.08984,2035400,11742.42402,11712.90107,11732.38999,11798.21566,48.27570194
20200221,20200221,-4396064216,-3449351458,-124899544,0,-566177904,-255635310,4191630,11721.16016,11755.16992,11661.62988,11686.34961,1952700,11716.55391,11720.25508,11712.11348,11798.71481,46.74268507
20200224,20200224,-27543074756,-26339394511,279135937,0,-1881563202,398747020,-3859150,11615.28027,11615.28027,11512.08008,11534.87012,2347100,11670.82598,11716.33506,11685.5105,11797.10931,41.22949882
20200225,20200225,-11523593352,-11670682927,-455995034,0,-278373205,881457814,4673700,11506.74023,11567.08984,11415.46973,11540.23047,2158400,11649.07598,11703.9541,11658.00752,11796.80866,41.49248011
20200226,20200226,-34137720749,-33201502446,720117836,0,-1686135269,29799130,-2009600,11468.59961,11494.21973,11408.05957,11433.62012,2640000,11584.03203,11669.89707,11623.75303,11794.589,37.86355814
20200227,20200227,-30160120376,-23224937678,-999716430,0,-4993186438,-942279830,2229670,11436.95996,11470.23047,11274.51953,11292.16992,3360600,11497.44805,11619.93604,11617.27451,11790.09883,33.65746836
20200302,20200302,-18362442954,-19698502745,170666598,0,-546882307,1712275500,-5660110,11184.66016,11282.04981,11049.84961,11170.45996,3204100,11394.27012,11555.41201,11601.04253,11783.32616,30.516267
20200303,20200303,-14809672505,-13537260049,843227200,0,-2329464295,213824639,4672860,11279.86035,11390.24023,11279.86035,11327.71973,2572300,11352.84004,11511.83301,11599.68252,11777.99715,38.50259767
20200304,20200304,2837595960,6277728037,126099110,0,-3144543227,-421687960,-1106790,11368.25,11392.34961,11297.80957,11392.34961,2245300,11323.26387,11486.16992,11591.504,11774.25164,41.47955223
20200305,20200305,3133134322,965677864,1395287040,0,970472723,-198303305,-23150,11454.65039,11525.32031,11454.65039,11514.82031,2291000,11339.50391,11461.76797,11588.56401,11774.67248,46.74085352
20200306,20200306,-32268233310,-28823181989,783487715,0,-3092029579,-1136509457,-1090320,11471.36035,11471.36035,11310.32031,11321.80957,2518500,11345.43184,11421.43994,11567.17051,11771.65547,40.55296975
20200309,20200309,-60127442155,-54558272903,829926320,0,-5086761352,-1312334220,-612390,11221.75977,11221.75977,10977.63965,10977.63965,3897400,11306.86777,11350.56895,11535.41201,11762.42313,32.33303916
20200310,20200310,-8073060505,-8619548631,-201393939,0,43486780,704395285,-7049800,10907.62012,11032.46973,10830.21973,11003.54004,3544100,11242.03184,11297.43594,11506.8855,11753.9743,33.42665292
20200311,20200311,-28749127764,-21158497346,873905460,0,-4529352150,-3935183728,4821260,11022.82031,11088.23047,10885.91016,10893.75,2804700,11142.31191,11232.78789,11468.371,11742.29263,31.12993916
20200312,20200312,-45157332921,-36822316902,-2018701667,0,-4042162420,-2274151932,-2110120,10845.38965,10845.38965,10359.66992,10422.32031,4844200,10923.81191,11131.65791,11400.77749,11722.50397,23.62398628
20200313,20200313,-29303365798,-30232314316,-1436812913,0,3903757875,-1537996444,-13995310,10091.03027,10171.2002,9636.150391,10128.87012,5906200,10685.22402,11015.32793,11317.63198,11696.97231,20.33687803
20200316,20200316,-37416937209,-33354234365,-62952488,0,-1402681494,-2597068862,-1414800,10069.41992,10130.79981,9717.769531,9717.769531,3783600,10433.25,10870.05889,11212.73545,11665.13781,16.80841238
20200317,20200317,-22019088584,-23044764786,-615318717,0,2053538444,-412543525,710370,9538.639648,9677.070313,9371.349609,9439.629883,4504100,10120.46797,10681.2499,11096.54146,11627.45215,14.92203279
20200318,20200318,-31865459518,-28711172294,468579711,0,-962717832,-2660149103,-3545920,9453.980469,9509.610352,9218.669922,9218.669922,3991000,9785.451953,10463.88193,10975.02593,11583.82298,13.61481073
20200319,20200319,-23710003457,-21221116010,-700346845,0,-40362454,-1748178148,-1024770,9085.280273,9085.280273,8523.629883,8681.339844,5702600,9437.255859,10180.53389,10821.15093,11529.71647,11.07416258
20200320,20200320,-23936915509,-21906643344,663242104,0,-28721128,-2664793141,856290,8816.860352,9264.419922,8816.860352,9234.089844,4683400,9258.299805,9971.761914,10696.60093,11484.62181,26.30847168
20200323,20200323,-20982553447,-15841802996,-102120834,0,-5293206788,254577171,126140,9025.549805,9029.519531,8750.139648,8890.030273,136500,9092.751953,9763.000977,10556.78496,11431.17215,23.59847749
20200324,20200324,3147562000,5258141378,29031248,0,-1136160806,-1003449820,-180530,9083.780273,9415.639648,9083.780273,9285.620117,2920600,9061.95,9591.208984,10444.32246,11383.89165,32.24091849
20200325,20200325,-3115789505,-2313263280,1337776980,0,-429519948,-1710783257,502070,9426.429688,9722.370117,9426.429688,9644.75,3565400,9147.166016,9466.308984,10349.54844,11344.32248,38.98834706
20200326,20200326,7793927763,8601403243,507368461,0,-1016781351,-298062590,243230,9667.139648,9739.730469,9565.019531,9736.360352,2795400,9358.170117,9397.712988,10264.68545,11307.27715,40.61292449
20200327,20200327,-12865772644,-9717279710,900129414,0,-2518150228,-1530472120,104870,9807.900391,9954.860352,9691.139648,9698.919922,3349400,9451.136133,9354.717969,10185.02295,11268.55531,40.14247529
20200330,20200330,-7712372901,-4850837442,-227122005,0,-2502759093,-131654361,495490,9571.219727,9655.700195,9415.519531,9629.429688,2274000,9599.016016,9345.883984,10107.97144,11229.43947,39.2340704
20200331,20200331,-6631127454,-5812101391,1661556282,0,-1587018180,-893564165,30210,9689.620117,9789.80957,9630.299805,9708.05957,2882300,9683.503906,9372.726953,10026.98843,11191.10496,40.86475602
20200401,20200401,-4502395121,-4707482746,2185973400,0,-1858059115,-122826660,-143070,9726.200195,9736,9663.629883,9663.629883,2434800,9687.279883,9417.222949,9940.552441,11152.14863,40.20816541
20200406,20200406,3732256107,2142308319,595395460,0,398295308,596257020,-765520,9707.75,9818.740234,9651.519531,9818.740234,2987300,9703.755859,9530.962988,9855.748438,11114.26781,43.61433801
20200407,20200407,6351947516,3386987052,1983114900,0,822299824,159545740,-584370,9928.160156,10039.15039,9928.160156,9996.389648,3205000,9763.249805,9607.192969,9789.477441,11079.9848,47.31611496
20200408,20200408,1329083329,229712398,1792096310,0,-201133828,-491591551,250230,10010.63965,10149.75977,9984.660156,10137.46973,3117000,9864.857812,9731.936914,9747.468945,11048.9903,50.11691111
20200409,20200409,-9283391535,-7189386634,376073342,0,-1844129582,-625948661,-1990850,10173.25977,10246.83984,10092.36035,10119.42969,3058700,9947.131836,9815.317871,9703.263428,11015.97279,49.75268033
20200410,20200410,-688290901,-34246147,311194496,0,-430947027,-534292223,283590,10105.42969,10165.12012,10103.76953,10157.61035,2365200,10045.92793,9866.603906,9666.456445,10983.4258,50.57144845
20200413,20200413,-9561217997,-7588758124,1237152119,0,-2083833712,-1125778280,522250,10147.55957,10179.40039,10080.65039,10099.21973,2456300,10102.02383,9902.889844,9650.301416,10952.52345,49.24973813
20200414,20200414,18555361785,15122019154,1910070904,0,412573487,1110698240,-45410,10130.65039,10344.12988,10130.65039,10332.94043,2847000,10169.33398,9966.291895,9660.504932,10926.73379,54.38834575
20200415,20200415,-2907320642,-3684276345,2635514867,0,-541254764,-1317304400,-979760,10366.76953,10461.83984,10366.76953,10447.20996,3333800,10231.28203,10048.06992,9696.976953,10903.90229,56.69692027
20200416,20200416,-12710231833,-12455574312,938911694,0,-911769686,-281799529,546020,10385.78027,10425.29004,10317.12988,10375.48047,2770300,10282.49219,10114.81201,9743.769483,10877.31647,54.82119777
20200417,20200417,23582305421,20394378412,2485663530,0,888264711,-186001232,1266100,10554.54981,10710.15039,10552.58008,10597.04004,3725200,10370.37813,10208.15303,9812.687988,10853.52297,59.30017731
20200420,20200420,-206711151,514354391,-54516763,0,-465056482,-201492297,-70420,10612.4502,10637.63965,10542.95996,10586.70996,2298700,10467.87617,10284.95,9907.956494,10828.0778,59.00645182
20200421,20200421,-29207268651,-24246362876,-897041750,0,-2336384493,-1727479532,509200,10544.79981,10544.79981,10278.9502,10288.41992,3392700,10458.97207,10314.15303,9960.672998,10796.55464,51.13077552
20200422,20200422,-4344371144,-3449741790,-55158678,0,-282498113,-556972563,-651790,10256.11035,10310.84961,10140.08984,10307.74023,2531000,10431.07812,10331.18008,10031.5585,10766.81898,51.58154998
20200423,20200423,-3172099179,-3810434380,1403800504,0,-508146544,-257318759,-581660,10370.12988,10462.7002,10294.87988,10366.50977,2633300,10429.28398,10355.88809,10085.60298,10738.47865,53.00168275
20200424,20200424,-5439656775,-5678666113,645112827,0,-347402697,-58700792,-1423230,10367.96973,10386.92969,10324.2002,10347.36035,2400100,10379.34805,10374.86309,10120.7335,10709.42982,52.46173879
20200427,20200427,21273616516,16883551962,882314270,0,2272466341,1235283943,-2220030,10407.49023,10578.95996,10407.49023,10567.26953,3281100,10375.45996,10421.66807,10162.27896,10683.57248,57.78087172
20200428,20200428,2404761795,-1657659442,2084579030,0,1118640408,859201799,1337250,10580.25,10620.51953,10537.70996,10616.05957,3260300,10440.98789,10449.97998,10208.13594,10670.14447,58.88018431
20200429,20200429,17347081293,18026823469,1100309548,0,-864343659,-915708065,468650,10656.40039,10794.83008,10656.40039,10772.21973,3529100,10533.88379,10482.48096,10265.27544,10658.09647,62.26675288
20200430,20200430,23858464997,18591599671,2678059740,0,2111619117,477186469,-1259520,10826.25977,11012.78027,10826.25977,10992.13965,3909100,10659.00977,10544.14687,10329.47944,10652.05013,66.45657116
20200504,20200504,-42661023778,-36964151874,53560451,0,-5282310261,-468122094,535420,10781.50977,10781.50977,10658.5,10720.48047,3113100,10733.63379,10556.49092,10382.32197,10638.12614,57.90353031
20200505,20200505,-14289656883,-12387308620,-48493288,0,-2011629725,157774750,-3931740,10756.9502,10833.53027,10735.00977,10774.61035,2817200,10775.10195,10575.28096,10430.11548,10624.80931,59.03487334
20200506,20200506,-8386365819,-5283047349,529536765,0,-2232167965,-1400687270,472100,10771.08984,10828.73047,10708.09961,10774.98047,3137600,10806.88613,10623.93701,10469.04502,10608.56432,59.04297854
20200507,20200507,-730796531,-1812850191,941311334,0,-745626090,886368416,-829940,10778.53027,10890.87012,10775.16016,10842.91992,2849600,10821.02617,10677.45498,10504.31753,10595.73283,60.58461779
20200508,20200508,-2456930404,-4105621087,504604310,0,594821163,549265210,-973020,10883.21973,10970.7002,10883.21973,10901.41992,3169900,10802.88223,10730.946,10543.41704,10584.52199,61.91396569
20200511,20200511,3295743459,2812811699,770894500,0,-802292558,514329818,378220,10942.17969,11039.11035,10942.17969,11013.25977,3370600,10861.43809,10797.53594,10586.19951,10573.67565,64.38687592
20200512,20200512,-25739154227,-25092913281,401774018,0,-862789667,-185225297,1048980,10974.50977,10974.50977,10854.50977,10879.46973,3047800,10882.40996,10828.75596,10625.21201,10558.76364,59.41679214
20200513,20200513,-3424406958,-4759934133,855875950,0,259403685,220247540,-345280,10861.00977,10938.26953,10828.92969,10938.26953,2677400,10915.06777,10860.97695,10655.47847,10544.53846,60.8472193
20200514,20200514,-22100340959,-18869370079,288510640,0,-2775697370,-743784150,2688640,10894.16992,10894.16992,10777.45996,10780.87988,3054300,10902.65977,10861.84297,10672.16196,10527.29146,55.23518685
20200515,20200515,-3241217152,-1920896433,-219455350,0,-660754055,-440111314,210880,10833.16016,10904.00977,10730.54981,10814.91992,2749400,10885.35977,10844.121,10694.13394,10511.48162,56.17660809
20200518,20200518,-16944586615,-15900460748,-812415508,0,-262615931,30905572,-3312800,10753.20996,10812.87012,10730.7002,10740.54981,2716100,10830.81777,10846.12793,10701.30942,10496.34111,53.52797889
20200519,20200519,6911298180,4649677197,1006378700,0,555319753,699922530,2078120,10812.79004,10924.79004,10812.79004,10860.44043,3048200,10827.01191,10854.71094,10714.99595,10481.36779,57.04407074
20200520,20200520,6434774517,4389405005,1060776860,0,486995681,497596971,625340,10892.75977,10933.98047,10860.15039,10907.79981,2731300,10820.91797,10867.99287,10745.96494,10467.74629,58.38355929
20200521,20200521,3950732008,978960837,1345595756,0,544266705,1081908710,601130,10933.20996,11021.66016,10933.20996,11008.30957,2787700,10866.40391,10884.53184,10780.99341,10456.44562,61.15221604
20200522,20200522,-31589070628,-29085582035,-327521893,0,-2028487100,-147479600,154470,10977.54981,10977.54981,10804.55957,10811.15039,2923700,10865.65,10875.50488,10803.22544,10444.38363,53.61693289
20200525,20200525,-2943961503,-4568094492,-242378553,0,1071520628,794990914,-1203340,10812.94043,10874.54004,10719.25,10871.17969,2222100,10891.77598,10861.29688,10829.41641,10433.23278,55.41819122
20200526,20200526,16944410528,14169884700,1263035370,0,520427592,991062866,1292700,10903.32031,11046.21973,10903.32031,10997.20996,2886300,10919.12988,10873.0709,10850.91343,10425.95928,59.01667866
20200527,20200527,1242603819,332211882,920590840,0,-40187905,29989002,4098720,11023.92969,11069.71973,10972.25,11014.66016,2794500,10940.50195,10880.70996,10870.84346,10421.33411,59.50407662
20200528,20200528,-5638505245,-7254349938,645580769,0,663535214,306728710,-2313130,11040.62012,11087.53027,10915.29981,10944.19043,3122300,10927.67813,10897.04102,10879.44199,10417.56296,56.57783707
20200529,20200529,-9277698261,-11045178924,200633936,0,1067808392,499038335,1476390,10921.16016,10965.03027,10861.90039,10942.16016,3589800,10953.88008,10909.76504,10876.94302,10411.13696,56.49164167
20200601,20200601,20925589300,15428860416,1072464550,0,3379469644,1044794690,-1403430,10971.40039,11109.29004,10971.40039,11079.01953,2655700,10995.44805,10943.61201,10894.86997,10405.9148,60.82434195
20200602,20200602,4648684307,1728257798,1540872316,0,730532043,649022150,-2283380,11109.26953,11170.49023,11102.96973,11127.92969,2754300,11021.59199,10970.36094,10912.53594,10399.46662,62.2703731
20200603,20200603,25642038031,17642474608,1536914945,0,685086378,5777562100,801870,11182.51953,11330.51953,11182.51953,11320.16016,3776100,11082.69199,11011.59697,10939.79492,10399.43913,67.36845527
20200604,20200604,6966224159,4483499962,1776489454,0,160583093,545651650,-1409380,11373.94043,11425.41992,11341.58008,11393.23047,3539700,11172.5,11050.08906,10967.31045,10406.36564,69.07880162
